Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Method Name;Method Max Depth;Method Number Nested Methods;Method Parameter Names;Associated Class Name;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\components\small-main-menu\small-main-menu.component.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-4>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\components\small-main-menu\small-main-menu.component.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\components\small-main-menu\small-main-menu.component.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
SmallMainMenuComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;SmallMainMenuComponent;
SmallMainMenuComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;openPuzzleChooserBottomSheet;0;0;;SmallMainMenuComponent;
SmallMainMenuComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;openTemplatePreviewBottomSheet;0;0;;SmallMainMenuComponent;
SmallMainMenuComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;loadingFromOtherModuleFix;0;0;;SmallMainMenuComponent;
SmallMainMenuComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;openInsertTemplateImageBottomSheet;0;0;;SmallMainMenuComponent;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\directives\drag-and-drop.directive.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\directives\drag-and-drop.directive.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;onDrop;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;imageFileUnder;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;onDragOver;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;onDragLeave;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;DragAndDropDirective;
DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;imageFileApart;0;0;;DragAndDropDirective;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\directives\remove.directive.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\directives\remove.directive.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
RemoveDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;RemoveDirective;
RemoveDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;RemoveDirective;
AppEffects;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;AppEffects;
AppEffects;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;AppEffects;
AppEffects;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;AppEffects;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\decoratorsVariationPointManagement\decorator-types.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\decoratorsVariationPointManagement\decorator-types.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\decoratorsVariationPointManagement\decorator-types.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;skipLineParameter;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;wholeBlockFile;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;wholeInitialization;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-4>;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-5>;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;wholeBlockMethod;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;skipLineFile;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;skipLineClassVariableDeclaration;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;skipLineVariableDeclaration;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-6>;0;0;;DecoratorTypesService;
DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;DecoratorTypesService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\decoratorsVariationPointManagement\service-to-skip.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\decoratorsVariationPointManagement\service-to-skip.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\decoratorsVariationPointManagement\service-to-skip.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
ServiceToSkipService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;ServiceToSkipService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\feature-config-loader.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\feature-config-loader.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\feature-config-loader.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
FeatureConfigLoaderService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;FeatureConfigLoaderService;
FeatureConfigLoaderService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;parseConfig;0;0;;FeatureConfigLoaderService;
FeatureConfigLoaderService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;FeatureConfigLoaderService;
FeatureConfigLoaderService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;getFeatureConfig;0;0;;FeatureConfigLoaderService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\management-services\menu-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\management-services\menu-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\management-services\menu-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initializeBringToFront;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initializeBringToBack;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;getArguments;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-4>;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initializeReturn;0;0;;MenuManagerService;
MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initializeHint;0;0;;MenuManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\puzzle-algorithm-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\puzzle-algorithm-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\puzzle-algorithm-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
PuzzleAlgorithmManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initialize;0;0;;PuzzleAlgorithmManagerService;
PuzzleAlgorithmManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;PuzzleAlgorithmManagerService;
PuzzleAlgorithmManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;PuzzleAlgorithmManagerService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\variable-settings-config.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\variable-settings-config.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\variable-settings-config.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;getAdditionalRoutingConfigurationFile;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;manageImageLoaderConfig;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;manageGalleryConfig;0;0;;VariableSettingsConfigService;
VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;manageZoomConfig;0;0;;VariableSettingsConfigService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\zoom-settings-config.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\zoom-settings-config.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\services\zoom-settings-config.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;Not class;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-7>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;instantiateZoomCoordinates;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-8>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-5>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;constructor;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initialize;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initializeZoomValue;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;manageZoomConfig;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-1>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-6>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-4>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-2>;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;initializeZoomCoordinates;0;0;;ZoomSettingsConfigService;
ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;instantiateZoomValue;0;0;;ZoomSettingsConfigService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\featureManagement\tree-manager.service.spec.ts;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;<anon method-3>;0;0;;Not class;
