Associated with;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;
CLASS: SetZoomComponent;0,0;-2,2220000000000013;0,008;-0,06500000000000039;82,31299999999999;4,0;4,572000000000003;2,0;2,0;2,0;"zoomValue","true";0,0;2,0;;0,0;1,0;
CLASS: SetZoomPositionComponent;0,0;-0,9529999999999994;0,008000000000000007;-0,14700000000000024;116,86599999999999;4,0;6,492000000000004;2,0;2,0;2,0;"zoomCoordinates","true";0,0;2,0;;0,0;1,0;
CLASS: ZoomManagementComponent;0,0;-1,0129999999999981;0,04800000000000004;0,6290000000000013;5342,217000000004;20,0;296,78999999999996;1,0;1,0;10,0;"zoom";0,0;10,0;;0,0;5,0;
CLASS: PuzzleBuilderRoutingModule;0,0;0,0;0,0010000000000000009;0,0;13,199999999999989;1,0;0,732999999999997;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: PuzzleBuilderModule;0,0;0,0;0,001999999999999988;0,0;16,235999999999876;1,0;0,902000000000001;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ComponentFactoryService;0,0;0,0;0,0020000000000000018;0,0;74,40599999999995;1,0;4,133999999999958;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: GameConfigurationService;0,0;0,0;0,0020000000000000018;0,0;65,55500000000029;1,0;3,6420000000000528;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: OldPuzzleService;0,0;0,0;0,0030000000000000027;0,0;138,6909999999989;1,0;7,704999999999927;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: BringToBackService;0,0;0,0;0,0020000000000000018;0,0;54,947000000000116;1,0;3,052000000000021;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: BringToFrontService;0,0;0,0;0,0020000000000000018;0,0;56,43299999999999;1,0;3,136000000000024;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: BottomLeftFabricMenuService;0,0;0,0;0,0020000000000000018;0,0;112,83400000000256;1,0;6,2690000000000055;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: BottomRightFabricMenuService;0,0;0,0;0,0020000000000000018;0,0;103,46700000000055;1,0;5,748000000000047;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: DecoratorFileCopy;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;0,0;0,0;;1,0;1,0;{};0,0;0,0;
CLASS: PuzzleControllerManagerService2;0,0;0,0;0,0019999999999998908;0,0;149,47899999999208;1,0;8,304000000000087;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: TopLeftFabricMenuService;0,0;0,0;0,0020000000000000018;0,0;119,04999999999927;1,0;6,614000000000033;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: TopRightFabricMenuService;0,0;0,0;0,0020000000000000018;0,0;126,88499999999476;1,0;7,048999999999978;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: DeletePuzzleServiceService;0,0;0,0;0,0020000000000000018;0,0;60,52900000000045;1,0;3,362000000000023;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: HelpPuzzleServiceService;0,0;0,0;0,0020000000000000018;0,0;65,34400000000005;1,0;3,6299999999999955;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: PuzzleController;0,0;0,0;0,0010000000000000009;0,0;7,9069999999999965;1,0;0,43900000000000006;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: PuzzleControllerManagerService;0,0;0,0;0,0030000000000000027;0,0;141,73500000000058;1,0;7,873999999999796;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ManipulationHandlerService;0,0;0,0;0,0020000000000000018;0,0;160,4230000000025;1,0;8,913000000000011;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ResizeHandlerService;0,0;0,0;0,0020000000000000018;0,0;134,93100000000413;1,0;7,496000000000095;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ZoomManagerService;0,0;0,0;0,0020000000000000018;0,0;139,82099999999627;1,0;7,768000000000029;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: DrawAdjacentPointsService;0,0;0,0;0,0030000000000001137;0,0;595,4150000000373;1,0;33,078999999997905;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ImageSizeManagerService;0,0;0,0;0,0010000000000000009;0,0;139,54300000000148;1,0;7,751999999999953;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ManageGraphicsService;0,0;0,0;0,0029999999999998916;0,0;286,97199999997974;1,0;15,942999999999302;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: PuzzleManagerService;0,0;-0,25200000000000244;0,01200000000000001;-0,07199999999999918;491,1939999999886;4,0;27,287999999999556;1,0;1,0;2,0;"NOT ['JIGSAW', 'JIGSAW2', 'ANTI-JIGSAW']";0,0;2,0;;0,0;1,0;
CLASS: DrawBordersService;0,0;-0,09799999999999898;0,016999999999999904;-1,093999999999994;-4888,728000000003;4,0;-271,59599999999773;2,0;2,0;2,0;"puzzleAlgorithmType","['JIGSAW', 'JIGSAW2']";0,0;2,0;;0,0;1,0;
CLASS: PuzzleGeneratorQuadroService;0,0;-0,0940000000000012;0,016999999999999904;-0,8760000000000048;-4142,122999999905;4,0;-230,11699999999837;2,0;2,0;2,0;"puzzleAlgorithmType","['JIGSAW', 'JIGSAW2']";0,0;2,0;;0,0;1,0;
CLASS: DrawBordersService2;0,0;-0,09999999999999787;0,01599999999999957;-1,0630000000000024;-4573,908999999985;4,0;-254,10600000000704;2,0;2,0;2,0;"puzzleAlgorithmType","['ANTI-JIGSAW']";0,0;2,0;;0,0;1,0;
CLASS: PuzzleGeneratorQuadroService2;0,0;-0,0940000000000012;0,016999999999999904;-0,8760000000000048;-4142,122999999905;4,0;-230,11699999999837;2,0;2,0;2,0;"puzzleAlgorithmType","['ANTI-JIGSAW']";0,0;2,0;;0,0;1,0;
CLASS: ScanLineService;0,0;0,0;0,0020000000000000018;0,0;85,46999999999935;1,0;4,7479999999999905;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: SetPuzzleAreaOnBoardService;0,0;0,0;0,0020000000000000018;0,0;185,0;1,0;10,277000000000044;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: DisableControlsService;0,0;0,0;0,0010000000000000009;0,0;31,375;1,0;1,742999999999995;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: RandomUtilsService;0,0;0,0;0,001999999999999995;0,0;24,851;1,0;1,3810000000000002;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: ShufflePuzzlesService;0,0;0,0;0,0010000000000000009;0,0;51,32600000000002;1,0;2,850999999999999;0,0;0,0;0,0;;0,0;1,0;;0,0;0,0;
CLASS: DecoratorFileCopy;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;0,0;0,0;;1,0;1,0;{};0,0;0,0;
CLASS: DecoratorFileCopy;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;0,0;0,0;;1,0;1,0;{};0,0;0,0;
CLASS: DecoratorFileCopy;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;0,0;0,0;;1,0;1,0;{};0,0;0,0;
