Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Class Name;Class Maintainability;Class number methods;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: AppComponent;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;AppComponent;0,0;1;
CLASS: DragAndDropImageComponent;1;0,0;0,0;0,0020000000000000018;0,0;126,125;1,0;7,007000000000062;0,0;6,392000000000053;0,0;0,0;;0,0;1,0;;0,0;0,0;DragAndDropImageComponent;0,0;11;
CLASS: ZoomBlockComponent;1;0,0;-3,5710000000000015;0,007000000000000003;0,0;50,503000000000014;4,0;2,806000000000001;2,0;20,201000000000008;2,0;2,0;"true","zoom";0,0;2,0;;0,0;1,0;ZoomBlockComponent;0,0;2;
CLASS: ZoomMenuComponent;1;0,0;-0,8329999999999984;0,010000000000000009;-0,24799999999999933;105,35600000000068;4,0;5,853000000000009;2,0;30,09299999999996;2,0;2,0;"true","zoom";0,0;2,0;;0,0;1,0;ZoomMenuComponent;0,0;5;
CLASS: GalleryBottomSheetComponent;1;0,0;-2,2220000000000013;0,008;-0,04699999999999971;67,90299999999996;4,0;3,7729999999999997;2,0;22,162999999999982;2,0;2,0;"imageGallery","true";0,0;2,0;;0,0;1,0;GalleryBottomSheetComponent;0,0;2;
CLASS: InsertTemplateImageBottomSheetComponent;1;0,0;0,0;0,0020000000000000018;0,0;14,934000000000026;1,0;0,8299999999999983;0,0;4,391999999999996;0,0;0,0;;0,0;1,0;;0,0;0,0;InsertTemplateImageBottomSheetComponent;0,0;2;
CLASS: PuzzleChooserBottomSheetComponent;1;0,0;0,0;0,0020000000000000018;0,0;14,934000000000026;1,0;0,8299999999999983;0,0;4,391999999999996;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleChooserBottomSheetComponent;0,0;2;
CLASS: TemplatePreviewBottomSheetComponent;1;0,0;0,0;0,0020000000000000018;0,0;14,934000000000026;1,0;0,8299999999999983;0,0;4,391999999999996;0,0;0,0;;0,0;1,0;;0,0;0,0;TemplatePreviewBottomSheetComponent;0,0;2;
CLASS: ZoomManagementBottomSheetComponent;1;0,0;0,0;0,0020000000000000018;0,0;14,934000000000026;1,0;0,8299999999999983;0,0;4,391999999999996;0,0;0,0;;0,0;1,0;;0,0;0,0;ZoomManagementBottomSheetComponent;0,0;2;
CLASS: GalleryComponent;1;0,0;-2,2729999999999997;0,007000000000000006;-0,03200000000000003;83,16100000000006;4,0;4,619999999999997;2,0;23,24599999999998;2,0;2,0;"imageGallery","true";0,0;2,0;;0,0;1,0;GalleryComponent;0,0;3;
CLASS: InitialPageComponent;1;0,0;0,0;0,0020000000000000018;0,0;22,797000000000025;1,0;1,2660000000000053;0,0;5,1299999999999955;0,0;0,0;;0,0;1,0;;0,0;0,0;InitialPageComponent;0,0;5;
CLASS: InsertTemplateImageComponent;1;0,0;0,0;0,0010000000000000009;0,0;9,518;1,0;0,5280000000000005;0,0;3,807000000000002;0,0;0,0;;0,0;1,0;;0,0;0,0;InsertTemplateImageComponent;0,0;0;
CLASS: PuzzleBoardComponent;1;0,0;0,0;0,0020000000000000018;0,0;20,161000000000058;1,0;1,1199999999999974;0,0;4,907000000000011;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleBoardComponent;0,0;4;
CLASS: PuzzleBuilderComponent;1;0,0;0,0;0,0020000000000000018;0,0;9,766999999999996;1,0;0,543000000000001;0,0;3,9069999999999965;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleBuilderComponent;0,0;1;
CLASS: PuzzleChooserComponent;1;0,0;0,0;0,0020000000000000018;0,0;24,49000000000001;1,0;1,3610000000000042;0,0;5,248000000000047;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleChooserComponent;0,0;4;
CLASS: TemplatePreviewComponent;1;0,0;0,0;0,001999999999999988;0,0;32,67000000000007;1,0;1,8149999999999977;0,0;4,906999999999982;0,0;0,0;;0,0;1,0;;0,0;0,0;TemplatePreviewComponent;0,0;2;
CLASS: SetZoomComponent;1;0,0;-2,2220000000000013;0,008;-0,06500000000000039;82,31299999999999;4,0;4,572000000000003;2,0;22,959000000000003;2,0;2,0;"zoomValue","true";0,0;2,0;;0,0;1,0;SetZoomComponent;0,0;2;
CLASS: SetZoomPositionComponent;1;0,0;-0,9529999999999994;0,008000000000000007;-0,14700000000000024;116,86599999999999;4,0;6,492000000000004;2,0;25,875;2,0;2,0;"zoomCoordinates","true";0,0;2,0;;0,0;1,0;SetZoomPositionComponent;0,0;2;
CLASS: ZoomManagementComponent;11;0,0;-1,4430000000000014;0,07699999999999996;0,31400000000000006;6161,300999999992;30,0;342,2950000000001;4,0;230,85800000000017;8,0;14,0;"zoomValue",EXPRESSION_END59,EXPRESSION_END58,"zoom",EXPRESSION_START59,EXPRESSION_START58,"zoomCoordinates","true";0,0;16,0;;0,0;7,0;ZoomManagementComponent;-2,1119999999999948;24;
CLASS: PuzzleBuilderRoutingModule;1;0,0;0,0;0,0010000000000000009;0,0;13,199999999999989;1,0;0,732999999999997;0,0;4,0;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleBuilderRoutingModule;0,0;0;
CLASS: PuzzleBuilderModule;17;0,0;0,0;0,001999999999999988;0,0;16,235999999999876;1,0;0,902000000000001;0,0;5,2479999999999905;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleBuilderModule;0,0;0;
CLASS: ComponentFactoryService;1;0,0;0,0;0,0020000000000000018;0,0;74,40599999999995;1,0;4,133999999999958;0,0;5,491999999999962;0,0;0,0;;0,0;1,0;;0,0;0,0;ComponentFactoryService;0,0;2;
CLASS: GameConfigurationService;10;0,0;-0,9799999999999969;0,023999999999999966;0,08099999999999952;877,3790000000008;11,0;48,742999999999995;2,0;70,68299999999999;10,0;4,0;puzzleQuatroAlter21,"puzzleAlgorithmType",EXPRESSION_END102,puzzleQuatro2Alter22,ELSE102,ELSE103,EXPRESSION_START103,EXPRESSION_START102,"['JIGSAW', 'JIGSAW2']",EXPRESSION_END103;0,0;7,0;;0,0;2,0;GameConfigurationService;-1,5459999999999923;4;
CLASS: OldPuzzleService;1;0,0;0,0;0,0030000000000000027;0,0;138,6909999999989;1,0;7,704999999999927;0,0;6,086999999999989;0,0;0,0;;0,0;1,0;;0,0;0,0;OldPuzzleService;0,0;5;
CLASS: BringToBackService;1;0,0;0,0;0,0020000000000000018;0,0;54,947000000000116;1,0;3,052000000000021;0,0;5,459000000000003;0,0;0,0;;0,0;1,0;;0,0;0,0;BringToBackService;0,0;4;
CLASS: BringToFrontService;1;0,0;0,0;0,0020000000000000018;0,0;56,43299999999999;1,0;3,136000000000024;0,0;5,426999999999964;0,0;0,0;;0,0;1,0;;0,0;0,0;BringToFrontService;0,0;4;
CLASS: BottomLeftFabricMenuService;1;0,0;0,0;0,0020000000000000018;0,0;112,83400000000256;1,0;6,2690000000000055;0,0;6,128999999999905;0,0;0,0;;0,0;1,0;;0,0;0,0;BottomLeftFabricMenuService;0,0;13;
CLASS: BottomRightFabricMenuService;1;0,0;0,0;0,0020000000000000018;0,0;103,46700000000055;1,0;5,748000000000047;0,0;6,149999999999864;0,0;0,0;;0,0;1,0;;0,0;0,0;BottomRightFabricMenuService;0,0;13;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: PuzzleControllerManagerService2;1;0,0;0,0;0,0019999999999998908;0,0;149,47899999999208;1,0;8,304000000000087;0,0;6,585000000000036;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleControllerManagerService2;0,0;10;
CLASS: TopLeftFabricMenuService;1;0,0;0,0;0,0020000000000000018;0,0;119,04999999999927;1,0;6,614000000000033;0,0;6,210000000000036;0,0;0,0;;0,0;1,0;;0,0;0,0;TopLeftFabricMenuService;0,0;13;
CLASS: TopRightFabricMenuService;1;0,0;0,0;0,0020000000000000018;0,0;126,88499999999476;1,0;7,048999999999978;0,0;6,229000000000042;0,0;0,0;;0,0;1,0;;0,0;0,0;TopRightFabricMenuService;0,0;13;
CLASS: DeletePuzzleServiceService;1;0,0;0,0;0,0020000000000000018;0,0;60,52900000000045;1,0;3,362000000000023;0,0;5,553999999999974;0,0;0,0;;0,0;1,0;;0,0;0,0;DeletePuzzleServiceService;0,0;4;
CLASS: HelpPuzzleServiceService;1;0,0;0,0;0,0020000000000000018;0,0;65,34400000000005;1,0;3,6299999999999955;0,0;5,584999999999923;0,0;0,0;;0,0;1,0;;0,0;0,0;HelpPuzzleServiceService;0,0;4;
CLASS: PuzzleController;1;0,0;0,0;0,0010000000000000009;0,0;7,9069999999999965;1,0;0,43900000000000006;0,0;3,459000000000003;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleController;0,0;0;
CLASS: PuzzleControllerManagerService;1;0,0;0,0;0,0030000000000000027;0,0;141,73500000000058;1,0;7,873999999999796;0,0;6,644000000000233;0,0;0,0;;0,0;1,0;;0,0;0,0;PuzzleControllerManagerService;0,0;11;
CLASS: ManipulationHandlerService;1;0,0;0,0;0,0020000000000000018;0,0;160,4230000000025;1,0;8,913000000000011;0,0;6,044999999999845;0,0;0,0;;0,0;1,0;;0,0;0,0;ManipulationHandlerService;0,0;8;
CLASS: ResizeHandlerService;1;0,0;0,0;0,0020000000000000018;0,0;134,93100000000413;1,0;7,496000000000095;0,0;6,460000000000036;0,0;0,0;;0,0;1,0;;0,0;0,0;ResizeHandlerService;0,0;9;
CLASS: ZoomManagerService;1;0,0;0,0;0,0020000000000000018;0,0;139,82099999999627;1,0;7,768000000000029;0,0;6,208999999999833;0,0;0,0;;0,0;1,0;;0,0;0,0;ZoomManagerService;0,0;13;
CLASS: DrawAdjacentPointsService;1;0,0;0,0;0,0030000000000001137;0,0;595,4150000000373;1,0;33,078999999997905;0,0;6,507999999999811;0,0;0,0;;0,0;1,0;;0,0;0,0;DrawAdjacentPointsService;0,0;7;
CLASS: ImageSizeManagerService;1;0,0;0,0;0,0010000000000000009;0,0;139,54300000000148;1,0;7,751999999999953;0,0;4,953999999999951;0,0;0,0;;0,0;1,0;;0,0;0,0;ImageSizeManagerService;0,0;3;
CLASS: ManageGraphicsService;1;0,0;0,0;0,0029999999999998916;0,0;286,97199999997974;1,0;15,942999999999302;0,0;7,0659999999998035;0,0;0,0;;0,0;1,0;;0,0;0,0;ManageGraphicsService;0,0;19;
CLASS: PuzzleManagerService;5;0,0;-1,8840000000000003;0,07000000000000006;-0,5130000000000017;2849,2630000000063;24,0;158,29200000000037;6,0;210,13699999999972;6,0;12,0;"puzzleAlgorithmType","['ANTI-JIGSAW']","NOT ['JIGSAW', 'JIGSAW2']","AND","NOT ['JIGSAW', 'JIGSAW2', 'ANTI-JIGSAW']","['JIGSAW', 'JIGSAW2']";0,0;12,0;;0,0;7,0;PuzzleManagerService;0,0;15;
CLASS: DrawBordersService;1;0,0;-0,09799999999999898;0,016999999999999904;-1,093999999999994;-4888,728000000003;4,0;-271,59599999999773;2,0;49,89799999999923;2,0;2,0;"puzzleAlgorithmType","['JIGSAW', 'JIGSAW2']";0,0;2,0;;0,0;1,0;DrawBordersService;0,0;13;
CLASS: PuzzleGeneratorQuadroService;1;0,0;-0,0940000000000012;0,016999999999999904;-0,8760000000000048;-4142,122999999905;4,0;-230,11699999999837;2,0;51,61399999999958;2,0;2,0;"puzzleAlgorithmType","['JIGSAW', 'JIGSAW2']";0,0;2,0;;0,0;1,0;PuzzleGeneratorQuadroService;0,0;16;
CLASS: DrawBordersService2;1;0,0;-0,09999999999999787;0,01599999999999957;-1,0630000000000024;-4573,908999999985;4,0;-254,10600000000704;2,0;49,45000000000073;2,0;2,0;"puzzleAlgorithmType","['ANTI-JIGSAW']";0,0;2,0;;0,0;1,0;DrawBordersService2;0,0;13;
CLASS: PuzzleGeneratorQuadroService2;1;0,0;-0,0940000000000012;0,016999999999999904;-0,8760000000000048;-4142,122999999905;4,0;-230,11699999999837;2,0;51,61399999999958;2,0;2,0;"puzzleAlgorithmType","['ANTI-JIGSAW']";0,0;2,0;;0,0;1,0;PuzzleGeneratorQuadroService2;0,0;16;
CLASS: ScanLineService;1;0,0;0,0;0,0020000000000000018;0,0;85,46999999999935;1,0;4,7479999999999905;0,0;5,086999999999989;0,0;0,0;;0,0;1,0;;0,0;0,0;ScanLineService;0,0;6;
CLASS: SetPuzzleAreaOnBoardService;1;0,0;0,0;0,0020000000000000018;0,0;185,0;1,0;10,277000000000044;0,0;6,62900000000036;0,0;0,0;;0,0;1,0;;0,0;0,0;SetPuzzleAreaOnBoardService;0,0;14;
CLASS: DisableControlsService;1;0,0;0,0;0,0010000000000000009;0,0;31,375;1,0;1,742999999999995;0,0;4,858000000000004;0,0;0,0;;0,0;1,0;;0,0;0,0;DisableControlsService;0,0;2;
CLASS: RandomUtilsService;1;0,0;0,0;0,001999999999999995;0,0;24,851;1,0;1,3810000000000002;0,0;4,248000000000005;0,0;0,0;;0,0;1,0;;0,0;0,0;RandomUtilsService;0,0;1;
CLASS: ShufflePuzzlesService;1;0,0;0,0;0,0010000000000000009;0,0;51,32600000000002;1,0;2,850999999999999;0,0;4,8069999999999595;0,0;0,0;;0,0;1,0;;0,0;0,0;ShufflePuzzlesService;0,0;2;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,001;0,5;9,414000000000001;1,0;0,5229999999999999;1,0;3,6099999999999994;0,0;0,0;;1,0;1,0;{};0,0;0,0;DecoratorFileCopy;0,0;0;
